GO_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS
GO_SPROUTING_ANGIOGENESIS
GO_NEGATIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS
GO_LYMPHANGIOGENESIS
GO_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS
GO_POSITIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS
GO_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING
GO_REGULATION_OF_SPROUTING_ANGIOGENESIS
GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS
GO_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS
GO_NEGATIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS
GO_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS
GO_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS
GO_REGULATION_OF_LYMPHANGIOGENESIS
